;Absolute path;Relative path;Class
0;D:\Programming\AP_Lab2\new_dataset_task3\6669.jpg;new_dataset_task3\6669.jpg;Bay horse
1;D:\Programming\AP_Lab2\new_dataset_task3\2699.jpg;new_dataset_task3\2699.jpg;Bay horse
2;D:\Programming\AP_Lab2\new_dataset_task3\5380.jpg;new_dataset_task3\5380.jpg;Bay horse
3;D:\Programming\AP_Lab2\new_dataset_task3\4128.jpg;new_dataset_task3\4128.jpg;Bay horse
4;D:\Programming\AP_Lab2\new_dataset_task3\686.jpg;new_dataset_task3\686.jpg;Bay horse
5;D:\Programming\AP_Lab2\new_dataset_task3\7763.jpg;new_dataset_task3\7763.jpg;Bay horse
6;D:\Programming\AP_Lab2\new_dataset_task3\1268.jpg;new_dataset_task3\1268.jpg;Bay horse
7;D:\Programming\AP_Lab2\new_dataset_task3\69.jpg;new_dataset_task3\69.jpg;Bay horse
8;D:\Programming\AP_Lab2\new_dataset_task3\7200.jpg;new_dataset_task3\7200.jpg;Bay horse
9;D:\Programming\AP_Lab2\new_dataset_task3\212.jpg;new_dataset_task3\212.jpg;Bay horse
10;D:\Programming\AP_Lab2\new_dataset_task3\7225.jpg;new_dataset_task3\7225.jpg;Bay horse
11;D:\Programming\AP_Lab2\new_dataset_task3\2601.jpg;new_dataset_task3\2601.jpg;Bay horse
12;D:\Programming\AP_Lab2\new_dataset_task3\6842.jpg;new_dataset_task3\6842.jpg;Bay horse
13;D:\Programming\AP_Lab2\new_dataset_task3\3347.jpg;new_dataset_task3\3347.jpg;Bay horse
14;D:\Programming\AP_Lab2\new_dataset_task3\6239.jpg;new_dataset_task3\6239.jpg;Bay horse
15;D:\Programming\AP_Lab2\new_dataset_task3\6806.jpg;new_dataset_task3\6806.jpg;Bay horse
16;D:\Programming\AP_Lab2\new_dataset_task3\9015.jpg;new_dataset_task3\9015.jpg;Bay horse
17;D:\Programming\AP_Lab2\new_dataset_task3\3770.jpg;new_dataset_task3\3770.jpg;Bay horse
18;D:\Programming\AP_Lab2\new_dataset_task3\981.jpg;new_dataset_task3\981.jpg;Bay horse
19;D:\Programming\AP_Lab2\new_dataset_task3\3303.jpg;new_dataset_task3\3303.jpg;Bay horse
20;D:\Programming\AP_Lab2\new_dataset_task3\6812.jpg;new_dataset_task3\6812.jpg;Bay horse
21;D:\Programming\AP_Lab2\new_dataset_task3\7831.jpg;new_dataset_task3\7831.jpg;Bay horse
22;D:\Programming\AP_Lab2\new_dataset_task3\5493.jpg;new_dataset_task3\5493.jpg;Bay horse
23;D:\Programming\AP_Lab2\new_dataset_task3\6055.jpg;new_dataset_task3\6055.jpg;Bay horse
24;D:\Programming\AP_Lab2\new_dataset_task3\9440.jpg;new_dataset_task3\9440.jpg;Bay horse
25;D:\Programming\AP_Lab2\new_dataset_task3\9175.jpg;new_dataset_task3\9175.jpg;Bay horse
26;D:\Programming\AP_Lab2\new_dataset_task3\7921.jpg;new_dataset_task3\7921.jpg;Bay horse
27;D:\Programming\AP_Lab2\new_dataset_task3\9631.jpg;new_dataset_task3\9631.jpg;Bay horse
28;D:\Programming\AP_Lab2\new_dataset_task3\8610.jpg;new_dataset_task3\8610.jpg;Bay horse
29;D:\Programming\AP_Lab2\new_dataset_task3\3625.jpg;new_dataset_task3\3625.jpg;Bay horse
30;D:\Programming\AP_Lab2\new_dataset_task3\5800.jpg;new_dataset_task3\5800.jpg;Bay horse
31;D:\Programming\AP_Lab2\new_dataset_task3\2807.jpg;new_dataset_task3\2807.jpg;Bay horse
32;D:\Programming\AP_Lab2\new_dataset_task3\5304.jpg;new_dataset_task3\5304.jpg;Bay horse
33;D:\Programming\AP_Lab2\new_dataset_task3\6097.jpg;new_dataset_task3\6097.jpg;Bay horse
34;D:\Programming\AP_Lab2\new_dataset_task3\4664.jpg;new_dataset_task3\4664.jpg;Bay horse
35;D:\Programming\AP_Lab2\new_dataset_task3\4296.jpg;new_dataset_task3\4296.jpg;Bay horse
36;D:\Programming\AP_Lab2\new_dataset_task3\7468.jpg;new_dataset_task3\7468.jpg;Bay horse
37;D:\Programming\AP_Lab2\new_dataset_task3\266.jpg;new_dataset_task3\266.jpg;Bay horse
38;D:\Programming\AP_Lab2\new_dataset_task3\890.jpg;new_dataset_task3\890.jpg;Bay horse
39;D:\Programming\AP_Lab2\new_dataset_task3\8210.jpg;new_dataset_task3\8210.jpg;Bay horse
40;D:\Programming\AP_Lab2\new_dataset_task3\7373.jpg;new_dataset_task3\7373.jpg;Bay horse
41;D:\Programming\AP_Lab2\new_dataset_task3\9040.jpg;new_dataset_task3\9040.jpg;Bay horse
42;D:\Programming\AP_Lab2\new_dataset_task3\7976.jpg;new_dataset_task3\7976.jpg;Bay horse
43;D:\Programming\AP_Lab2\new_dataset_task3\2118.jpg;new_dataset_task3\2118.jpg;Bay horse
44;D:\Programming\AP_Lab2\new_dataset_task3\1529.jpg;new_dataset_task3\1529.jpg;Bay horse
45;D:\Programming\AP_Lab2\new_dataset_task3\7319.jpg;new_dataset_task3\7319.jpg;Bay horse
46;D:\Programming\AP_Lab2\new_dataset_task3\469.jpg;new_dataset_task3\469.jpg;Bay horse
47;D:\Programming\AP_Lab2\new_dataset_task3\8059.jpg;new_dataset_task3\8059.jpg;Bay horse
48;D:\Programming\AP_Lab2\new_dataset_task3\6531.jpg;new_dataset_task3\6531.jpg;Bay horse
